-250000	211.437113402062
-249900	211.952577319588
-249800	212.468041237113
-249700	212.983505154639
-249600	213.498969072165
-249500	214.014432989691
-249400	214.529896907216
-249300	214.824811732065
-249200	215.011097899326
-249100	215.197384066587
-249000	215.383670233849
-248900	215.569956401110
-248800	215.756242568371
-248700	215.942528735632
-248600	216.128814902893
-248500	216.315101070155
-248400	216.501387237416
-248300	216.687673404677
-248200	216.873959571938
-248100	217.060245739199
-248000	217.246531906461
-247900	217.432818073722
-247800	217.619104240983
-247700	217.805390408244
-247600	217.991676575505
-247500	218.177962742767
-247400	218.364248910028
-247300	218.550535077289
-247200	218.736821244550
-247100	218.923107411811
-247000	219.109393579073
-246900	219.295679746334
-246800	220.110719530103
-246700	221.725991189427
-246600	223.341262848752
-246500	224.956534508076
-246400	226.571806167401
-246300	228.187077826725
-246200	229.802349486050
-246100	231.023076923077
-246000	232.012087912088
-245900	233.001098901099
-245800	233.990109890110
-245700	234.979120879121
-245600	235.968131868132
-245500	237.311764705882
-245400	239.664705882353
-245300	242.017647058824
-245200	244.370588235294
-245100	246.723529411765
-245000	249.076470588235
-244900	250.290000000000
-244800	250.890000000000
-244700	251.490000000000
-244600	252.090000000000
-244500	254.185496183206
-244400	257.086259541985
-244300	259.987022900763
-244200	262.887786259542
-244100	265.402005730659
-244000	267.765902578797
-243900	270.129799426934
-243800	272.493696275072
-243700	274.857593123209
-243600	277.221489971347
-243500	279.585386819484
-243400	279.918987341772
-243300	279.539240506329
-243200	279.159493670886
-243100	277.324680073126
-243000	274.436197440585
-242900	271.547714808044
-242800	268.659232175503
-242700	265.770749542962
-242600	263.093939393939
-242500	262.129752066116
-242400	261.165564738292
-242300	260.201377410468
-242200	259.346153846154
-242100	258.608974358974
-242000	257.871794871795
-241900	257.134615384615
-241800	256.397435897436
-241700	255.660256410256
-241600	254.923076923077
-241500	254.185897435897
-241400	253.448717948718
-241300	252.675862068966
-241200	251.641379310345
-241100	250.606896551724
-241000	249.572413793103
-240900	248.537931034483
-240800	247.503448275862
-240700	247.101244813278
