-250000,201.34
-249900,201.77
-249800,202.2
-249700,202.72
-249600,203.23
-249500,203.73
-249400,204.22
-249300,204.59
-249200,205.01
-249100,205.32
-249000,205.64
-248900,205.97
-248800,206.17
-248700,206.5
-248600,206.69
-248500,206.93
-248400,207.16
-248300,207.52
-248200,207.91
-248100,208.39
-248000,208.77
-247900,209.31
-247800,209.85
-247700,210.5
-247600,211.03
-247500,211.69
-247400,212.32
-247300,212.87
-247200,213.52
-247100,214.06
-247000,214.7
-246900,215.24
-246800,215.91
-246700,216.48
-246600,217.11
-246500,217.56
-246400,218.14
-246300,218.84
-246200,219.53
-246100,220.29
-246000,221.18
-245900,222.01
-245800,222.86
-245700,223.88
-245600,224.79
-245500,225.74
-245400,226.66
-245300,227.6
-245200,228.67
-245100,229.62
-245000,230.56
-244900,231.5
-244800,232.55
-244700,233.45
-244600,234.43
-244500,235.29
-244400,236.21
-244300,237.25
-244200,238.37
-244100,239.44
-244000,240.62
-243900,241.81
-243800,242.91
-243700,244.09
-243600,245.25
-243500,246.53
-243400,247.69
-243300,248.97
-243200,250.15
-243100,251.35
-243000,252.47
-242900,253.72
-242800,254.85
-242700,256.01
-242600,256.98
-242500,258.06
-242400,259.08
-242300,260.11
-242200,261.01
-242100,262.04
-242000,262.98
-241900,263.95
-241800,264.8
-241700,265.54
-241600,266.35
-241500,267.31
-241400,268.18
-241300,268.95
-241200,269.75
-241100,270.34
-241000,271.04
-240900,271.6
-240800,272.23
-240700,272.72
-240600,273.24
-240500,273.67
-240400,274.23
-240300,274.74
-240200,275.19
-240100,275.72
-240000,276.25
-239900,276.69
-239800,277.36
-239700,277.93
-239600,278.62
-239500,279.11
-239400,279.34
-239300,279.43
-239200,279.19
-239100,278.56
-239000,277.79
-238900,276.94
-238800,275.97
-238700,274.97
-238600,274.14
-238500,273.28
-238400,272.75
-238300,272.17
-238200,271.42
-238100,270.95
-238000,270.45
-237900,270.15
-237800,269.7
-237700,269.25
-237600,268.89
-237500,268.59
-237400,268.31
-237300,268.04
-237200,267.61
-237100,267.33
-237000,267.01
-236900,266.71
-236800,266.32
-236700,265.83
-236600,265.35
-236500,264.86
-236400,264.39
-236300,264.02
-236200,263.54
-236100,263.19
-236000,262.74
-235900,262.26
-235800,261.67
-235700,261.08
-235600,260.43
-235500,259.7
-235400,259.04
-235300,258.14
-235200,257.25
-235100,256.32
-235000,255.25
-234900,254.21
-234800,253.03
-234700,251.85
-234600,250.68
-234500,249.38
-234400,248.08
-234300,246.91
-234200,245.73
-234100,244.58
-234000,243.56
-233900,242.5
-233800,241.47
-233700,240.43
-233600,239.47
-233500,238.54
-233400,237.45
-233300,236.52
-233200,235.58
-233100,234.52
-233000,233.58
-232900,232.64
-232800,231.57
-232700,230.51
-232600,229.57
-232500,228.65
