 -250000    -7.080
 -249900    -7.080
 -249800    -7.080
 -249700    -7.080
 -249600    -7.080
 -249500    -7.080
 -249400    -7.080
 -249300    -7.080
 -249200    -7.080
 -249100    -7.080
 -249000    -7.080
 -248900    -7.080
 -248800    -7.080
 -248700    -7.080
 -248600    -6.972
 -248500    -6.864
 -248400    -6.864
 -248300    -6.864
 -248200    -6.864
 -248100    -6.864
 -248000    -6.864
 -247900    -6.864
 -247800    -6.864
 -247700    -6.864
 -247600    -6.864
 -247500    -6.864
 -247400    -6.264
 -247300    -5.664
 -247200    -5.640
 -247100    -5.616
 -247000    -5.616
 -246900    -5.616
 -246800    -5.616
 -246700    -5.616
 -246600    -5.616
 -246500    -5.616
 -246400    -5.568
 -246300    -5.520
 -246200    -5.448
 -246100    -5.376
 -246000    -5.376
 -245900    -5.376
 -245800    -5.376
 -245700    -5.376
 -245600    -5.376
 -245500    -5.376
 -245400    -5.352
 -245300    -5.328
 -245200    -5.124
 -245100    -4.920
 -245000    -4.920
 -244900    -4.920
 -244800    -4.920
 -244700    -4.920
 -244600    -4.920
 -244500    -4.920
 -244400    -4.920
 -244300    -4.920
 -244200    -4.620
 -244100    -4.320
 -244000    -4.296
 -243900    -4.272
 -243800    -4.272
 -243700    -4.272
 -243600    -4.272
 -243500    -4.272
 -243400    -4.260
 -243300    -4.248
 -243200    -3.888
 -243100    -3.528
 -243000    -3.528
 -242900    -3.528
 -242800    -3.528
 -242700    -3.528
 -242600    -3.528
 -242500    -3.528
 -242400    -3.444
 -242300    -3.360
 -242200    -3.240
 -242100    -3.120
 -242000    -3.120
 -241900    -3.120
 -241800    -3.120
 -241700    -3.120
 -241600    -3.120
 -241500    -3.120
 -241400    -3.936
 -241300    -4.752
 -241200    -4.800
 -241100    -4.848
 -241000    -4.848
 -240900    -4.848
 -240800    -4.848
 -240700    -4.848
 -240600    -4.860
 -240500    -4.872
 -240400    -5.040
 -240300    -5.208
 -240200    -5.208
 -240100    -5.208
 -240000    -5.208
 -239900    -5.208
 -239800    -5.208
 -239700    -5.208
 -239600    -5.160
 -239500    -5.112
 -239400    -4.800
 -239300    -4.488
 -239200    -4.488
 -239100    -4.488
 -239000    -4.488
 -238900    -4.488
 -238800    -4.488
 -238700    -4.488
 -238600    -4.476
 -238500    -4.464
 -238400    -4.440
 -238300    -4.416
 -238200    -4.416
 -238100    -4.416
 -238000    -4.416
 -237900    -4.416
 -237800    -4.416
 -237700    -4.416
 -237600    -4.488
 -237500    -4.560
 -237400    -4.572
 -237300    -4.584
 -237200    -4.584
 -237100    -4.584
 -237000    -4.584
 -236900    -4.584
 -236800    -4.632
 -236700    -4.680
 -236600    -4.800
 -236500    -4.920
 -236400    -4.920
 -236300    -4.920
 -236200    -4.920
 -236100    -4.920
 -236000    -4.920
 -235900    -4.920
 -235800    -4.980
 -235700    -5.040
 -235600    -5.064
 -235500    -5.088
 -235400    -5.088
 -235300    -5.088
 -235200    -5.088
 -235100    -5.088
 -235000    -5.064
 -234900    -5.040
 -234800    -4.824
 -234700    -4.608
 -234600    -4.608
 -234500    -4.608
 -234400    -4.608
 -234300    -4.608
 -234200    -4.608
 -234100    -4.608
 -234000    -4.608
 -233900    -4.608
 -233800    -4.608
 -233700    -4.608
 -233600    -4.608
 -233500    -4.608
 -233400    -4.608
 -233300    -4.608
 -233200    -4.656
 -233100    -4.704
 -233000    -4.836
 -232900    -4.968
 -232800    -4.968
 -232700    -4.968
 -232600    -4.968
 -232500    -4.968
 -232400    -4.968
 -232300    -4.968
 -232200    -5.208
 -232100    -5.448
 -232000    -5.496
 -231900    -5.544
 -231800    -5.544
 -231700    -5.544
 -231600    -5.544
 -231500    -5.544
 -231400    -5.520
 -231300    -5.496
 -231200    -5.448
 -231100    -5.400
 -231000    -5.400
 -230900    -5.400
 -230800    -5.400
 -230700    -5.400
 -230600    -5.400
 -230500    -5.400
 -230400    -4.080
 -230300    -2.760
 -230200    -2.592
 -230100    -2.424
 -230000    -2.424
 -229900    -2.424
 -229800    -2.364
 -229700    -2.304
 -229600    -2.100
 -229500    -1.896
 -229400    -1.896
 -229300    -1.896
 -229200    -1.896
 -229100    -1.896
 -229000    -2.376
 -228900    -2.856
 -228800    -3.072
 -228700    -3.288
 -228600    -3.288
 -228500    -3.288
 -228400    -3.288
 -228300    -3.288
 -228200    -3.180
 -228100    -3.072
 -228000    -3.060
 -227900    -3.048
 -227800    -3.048
 -227700    -3.048
 -227600    -2.556
 -227500    -2.064
 -227400    -0.192
 -227300     1.680
 -227200     1.680
 -227100     1.680
 -227000     0.396
 -226900    -0.888
 -226800    -2.460
 -226700    -4.032
 -226600    -4.032
 -226500    -4.032
 -226400    -4.032
 -226300    -4.032
 -226200    -4.212
 -226100    -4.392
 -226000    -4.512
 -225900    -4.632
 -225800    -4.632
 -225700    -4.632
 -225600    -4.632
 -225500    -4.632
 -225400    -3.792
 -225300    -2.952
 -225200    -2.556
 -225100    -2.160
 -225000    -2.160
 -224900    -2.160
 -224800    -1.908
 -224700    -1.656
 -224600    -1.116
 -224500    -0.576
 -224400    -0.576
 -224300    -0.576
 -224200    -0.780
 -224100    -0.984
 -224000    -1.440
 -223900    -1.896
 -223800    -1.896
 -223700    -1.896
 -223600    -1.944
 -223500    -1.992
 -223400    -2.832
 -223300    -3.672
 -223200    -3.672
 -223100    -3.672
 -223000    -3.672
 -222900    -3.672
 -222800    -3.576
 -222700    -3.480
 -222600    -3.384
 -222500    -3.288
 -222400    -3.288
 -222300    -3.288
 -222200    -3.204
 -222100    -3.120
 -222000    -1.404
 -221900     0.312
 -221800     0.312
 -221700     0.312
 -221600    -0.120
 -221500    -0.552
 -221400    -1.596
 -221300    -2.640
 -221200    -2.640
 -221100    -2.640
 -221000    -2.676
 -220900    -2.712
 -220800    -3.480
 -220700    -4.248
 -220600    -4.248
 -220500    -4.248
 -220400    -4.248
 -220300    -4.248
 -220200    -4.128
 -220100    -4.008
 -220000    -3.876
 -219900    -3.744
 -219800    -3.744
 -219700    -3.744
 -219600    -3.624
 -219500    -3.504
 -219400    -2.208
 -219300    -0.912
 -219200    -0.912
 -219100    -0.912
 -219000    -1.272
 -218900    -1.632
 -218800    -2.784
 -218700    -3.936
 -218600    -3.936
 -218500    -3.936
 -218400    -3.936
 -218300    -3.936
 -218200    -4.416
 -218100    -4.896
 -218000    -4.968
 -217900    -5.040
 -217800    -5.040
 -217700    -5.040
 -217600    -4.704
 -217500    -4.368
 -217400    -3.504
 -217300    -2.640
 -217200    -2.640
 -217100    -2.640
 -217000    -2.868
 -216900    -3.096
 -216800    -3.912
 -216700    -4.728
 -216600    -4.728
 -216500    -4.728
 -216400    -4.728
 -216300    -4.728
 -216200    -4.512
 -216100    -4.296
 -216000    -4.224
 -215900    -4.152
 -215800    -4.152
 -215700    -4.152
 -215600    -3.828
 -215500    -3.504
 -215400    -3.156
 -215300    -2.808
 -215200    -2.808
 -215100    -2.808
 -215000    -3.216
 -214900    -3.624
 -214800    -4.104
 -214700    -4.584
 -214600    -4.584
 -214500    -4.584
 -214400    -4.656
 -214300    -4.728
 -214200    -5.172
 -214100    -5.616
 -214000    -5.616
 -213900    -5.616
 -213800    -5.616
 -213700    -5.616
 -213600    -5.844
 -213500    -6.072
 -213400    -6.204
 -213300    -6.336
 -213200    -6.336
 -213100    -6.336
 -213000    -6.336
 -212900    -6.336
 -212800    -6.324
 -212700    -6.312
 -212600    -6.312
 -212500    -6.312
 -212400    -6.312
 -212300    -6.312
 -212200    -6.192
 -212100    -6.072
 -212000    -5.928
 -211900    -5.784
 -211800    -5.784
 -211700    -5.784
 -211600    -5.784
 -211500    -5.784
 -211400    -6.696
 -211300    -7.608
 -211200    -7.608
 -211100    -7.608
 -211000    -7.608
 -210900    -7.608
 -210800    -7.620
 -210700    -7.632
 -210600    -7.704
 -210500    -7.776
 -210400    -7.776
 -210300    -7.776
 -210200    -7.776
 -210100    -7.776
 -210000    -7.680
 -209900    -7.584
 -209800    -7.416
