-250000,-5.0485316754716
-249900,-5.028117697903021
-249800,-5.007703720334442
-249700,-4.987289742765864
-249600,-4.966875765197284
-249500,-4.946461787628705
-249400,-4.926047810060126
-249300,-4.905633832491548
-249200,-4.885219854922968
-249100,-4.864805877354389
-249000,-4.84439189978581
-248900,-4.824746013215238
-248800,-4.805100126644666
-248700,-4.7854542400740945
-248600,-4.765808353503522
-248500,-4.74616246693295
-248400,-4.726516580362378
-248300,-4.706870693791806
-248200,-4.687224807221234
-248100,-4.667578920650662
-248000,-4.64793303408009
-247900,-4.618536708818893
-247800,-4.589140383557696
-247700,-4.5597440582964985
-247600,-4.530347733035302
-247500,-4.500951407774105
-247400,-4.471555082512908
-247300,-4.442158757251711
-247200,-4.412762431990513
-247100,-4.383366106729317
-247000,-4.35396978146812
-246900,-4.30387572968433
-246800,-4.253781677900542
-246700,-4.203687626116753
-246600,-4.153593574332964
-246500,-4.103499522549175
-246400,-4.0534054707653855
-246300,-4.003311418981597
-246200,-3.9532173671978077
-246100,-3.903123315414019
-246000,-3.85302926363023
-245900,-3.804596987728724
-245800,-3.756164711827218
-245700,-3.707732435925712
-245600,-3.659300160024206
-245500,-3.6108678841227
-245400,-3.562435608221194
-245300,-3.514003332319688
-245200,-3.465571056418182
-245100,-3.417138780516676
-245000,-3.36870650461517
-244900,-3.323855439954353
-244800,-3.2790043752935363
-244700,-3.234153310632719
-244600,-3.189302245971902
-244500,-3.1444511813110854
-244400,-3.0996001166502682
-244300,-3.054749051989451
-244200,-3.009897987328634
-244100,-2.9650469226678173
-244000,-2.920195858007
-243900,-2.880903039877472
-243800,-2.841610221747944
-243700,-2.8023174036184164
-243600,-2.763024585488888
-243500,-2.72373176735936
-243400,-2.684438949229832
-243300,-2.6451461311003044
-243200,-2.605853312970776
-243100,-2.566560494841248
-243000,-2.52726767671172
-242900,-2.4967426019640033
-242800,-2.466217527216286
-242700,-2.4356924524685692
-242600,-2.405167377720852
-242500,-2.374642302973135
-242400,-2.3441172282254183
-242300,-2.313592153477701
-242200,-2.2830670787299843
-242100,-2.252542003982267
-242000,-2.22201692923455
-241900,-2.195053638731557
-241800,-2.168090348228564
-241700,-2.141127057725571
-241600,-2.114163767222578
-241500,-2.087200476719585
-241400,-2.0602371862165922
-241300,-2.033273895713599
-241200,-2.006310605210606
-241100,-1.979347314707613
-241000,-1.95238402420462
-240900,-1.927859524150742
-240800,-1.903335024096864
-240700,-1.878810524042986
-240600,-1.854286023989108
-240500,-1.8297615239352298
-240400,-1.805237023881352
-240300,-1.780712523827474
-240200,-1.7561880237735958
-240100,-1.731663523719718
-240000,-1.70713902366584
-239900,-1.6766452865096009
-239800,-1.6461515493533618
-239700,-1.615657812197123
-239600,-1.585164075040884
-239500,-1.554670337884645
-239400,-1.5241766007284059
-239300,-1.4936828635721668
-239200,-1.463189126415928
-239100,-1.432695389259689
-239000,-1.40220165210345
-238900,-1.381061283678843
-238800,-1.359920915254236
-238700,-1.338780546829629
-238600,-1.317640178405022
-238500,-1.296499809980415
-238400,-1.2753594415558078
-238300,-1.2542190731312008
-238200,-1.2330787047065939
-238100,-1.2119383362819869
-238000,-1.19079796785738
-237900,-1.180183709273921
-237800,-1.169569450690462
-237700,-1.158955192107003
-237600,-1.148340933523544
-237500,-1.137726674940085
-237400,-1.127112416356626
-237300,-1.116498157773167
-237200,-1.105883899189708
-237100,-1.095269640606249
-237000,-1.08465538202279
-236900,-1.083223758347681
-236800,-1.081792134672572
-236700,-1.080360510997463
-236600,-1.078928887322354
-236500,-1.077497263647245
-236400,-1.076065639972136
-236300,-1.074634016297027
-236200,-1.0732023926219179
-236100,-1.071770768946809
-236000,-1.0703391452717
-235900,-1.095004470101884
-235800,-1.119669794932068
-235700,-1.144335119762252
-235600,-1.169000444592436
-235500,-1.19366576942262
-235400,-1.2183310942528038
-235300,-1.2429964190829879
-235200,-1.2676617439131719
-235100,-1.292327068743356
-235000,-1.31699239357354
-234900,-1.34433948355316
-234800,-1.37168657353278
-234700,-1.3990336635123999
-234600,-1.4263807534920199
-234500,-1.4537278434716399
-234400,-1.48107493345126
